Spørsmål;Svar;Les mer her…;Link
Hvordan går man fram for å fordele omsorgspenger i tilfeller der foreldrene ikke bor sammen?;Hvis foreldrene ikke bor sammen og ønsker å fordele omsorgspenger ved barns sykdom, må de gi NAV en skriftlig erklæring om omsorgsfordelingen i henhold til samværsavtalen deres. NAV vil utstede en erklæring til arbeidsgiveren om fordeling av retten til omsorgspenger basert på den skriftlige erklæringen fra foreldrene. Det er viktig å følge prosedyrene og levere nødvendig dokumentasjon til NAV for å sikre riktig fordeling av omsorgspenger mellom foreldrene. Dersom foreldrene ønsker å overføre omsorgsdager til en ny ektefelle eller samboer, må de gi skriftlig melding om dette til NAV, og samboerforholdet må ha vart i minst tolv måneder;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hva må jeg gjøre hvis jeg ønsker å fordele omsorgspenger og foreldrene bor separat?;Hvis foreldrene ikke bor sammen og ønsker å fordele omsorgspenger ved barns sykdom, må de gi NAV en skriftlig erklæring om omsorgsfordelingen i henhold til samværsavtalen deres. NAV vil utstede en erklæring til arbeidsgiveren om fordeling av retten til omsorgspenger basert på den skriftlige erklæringen fra foreldrene. Det er viktig å følge prosedyrene og levere nødvendig dokumentasjon til NAV for å sikre riktig fordeling av omsorgspenger mellom foreldrene. Dersom foreldrene ønsker å overføre omsorgsdager til en ny ektefelle eller samboer, må de gi skriftlig melding om dette til NAV, og samboerforholdet må ha vart i minst tolv måneder;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Finnes det klare prosedyrer for å fordele omsorgspenger når foreldrene ikke bor sammen?;Hvis foreldrene ikke bor sammen og ønsker å fordele omsorgspenger ved barns sykdom, må de gi NAV en skriftlig erklæring om omsorgsfordelingen i henhold til samværsavtalen deres. NAV vil utstede en erklæring til arbeidsgiveren om fordeling av retten til omsorgspenger basert på den skriftlige erklæringen fra foreldrene. Det er viktig å følge prosedyrene og levere nødvendig dokumentasjon til NAV for å sikre riktig fordeling av omsorgspenger mellom foreldrene. Dersom foreldrene ønsker å overføre omsorgsdager til en ny ektefelle eller samboer, må de gi skriftlig melding om dette til NAV, og samboerforholdet må ha vart i minst tolv måneder;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hvordan påvirker det å ikke bo sammen prosessen med å fordele omsorgspenger, og hva er framgangsmåten?;Hvis foreldrene ikke bor sammen og ønsker å fordele omsorgspenger ved barns sykdom, må de gi NAV en skriftlig erklæring om omsorgsfordelingen i henhold til samværsavtalen deres. NAV vil utstede en erklæring til arbeidsgiveren om fordeling av retten til omsorgspenger basert på den skriftlige erklæringen fra foreldrene. Det er viktig å følge prosedyrene og levere nødvendig dokumentasjon til NAV for å sikre riktig fordeling av omsorgspenger mellom foreldrene. Dersom foreldrene ønsker å overføre omsorgsdager til en ny ektefelle eller samboer, må de gi skriftlig melding om dette til NAV, og samboerforholdet må ha vart i minst tolv måneder;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Er det fastsatte krav eller trinn som må følges for å fordele omsorgspenger i slike tilfeller?;Hvis foreldrene ikke bor sammen og ønsker å fordele omsorgspenger ved barns sykdom, må de gi NAV en skriftlig erklæring om omsorgsfordelingen i henhold til samværsavtalen deres. NAV vil utstede en erklæring til arbeidsgiveren om fordeling av retten til omsorgspenger basert på den skriftlige erklæringen fra foreldrene. Det er viktig å følge prosedyrene og levere nødvendig dokumentasjon til NAV for å sikre riktig fordeling av omsorgspenger mellom foreldrene. Dersom foreldrene ønsker å overføre omsorgsdager til en ny ektefelle eller samboer, må de gi skriftlig melding om dette til NAV, og samboerforholdet må ha vart i minst tolv måneder;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hvilke regler gjelder for å fordele omsorgspenger når foreldrene er separert?;Hvis foreldrene ikke bor sammen og ønsker å fordele omsorgspenger ved barns sykdom, må de gi NAV en skriftlig erklæring om omsorgsfordelingen i henhold til samværsavtalen deres. NAV vil utstede en erklæring til arbeidsgiveren om fordeling av retten til omsorgspenger basert på den skriftlige erklæringen fra foreldrene. Det er viktig å følge prosedyrene og levere nødvendig dokumentasjon til NAV for å sikre riktig fordeling av omsorgspenger mellom foreldrene. Dersom foreldrene ønsker å overføre omsorgsdager til en ny ektefelle eller samboer, må de gi skriftlig melding om dette til NAV, og samboerforholdet må ha vart i minst tolv måneder;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hvordan søker man om å fordele omsorgspenger, og hva er prosedyren når foreldrene ikke bor sammen?;Hvis foreldrene ikke bor sammen og ønsker å fordele omsorgspenger ved barns sykdom, må de gi NAV en skriftlig erklæring om omsorgsfordelingen i henhold til samværsavtalen deres. NAV vil utstede en erklæring til arbeidsgiveren om fordeling av retten til omsorgspenger basert på den skriftlige erklæringen fra foreldrene. Det er viktig å følge prosedyrene og levere nødvendig dokumentasjon til NAV for å sikre riktig fordeling av omsorgspenger mellom foreldrene. Dersom foreldrene ønsker å overføre omsorgsdager til en ny ektefelle eller samboer, må de gi skriftlig melding om dette til NAV, og samboerforholdet må ha vart i minst tolv måneder;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Er det klare bestemmelser for hva man skal gjøre hvis man ønsker å fordele omsorgspenger og foreldrene ikke bor sammen?;Hvis foreldrene ikke bor sammen og ønsker å fordele omsorgspenger ved barns sykdom, må de gi NAV en skriftlig erklæring om omsorgsfordelingen i henhold til samværsavtalen deres. NAV vil utstede en erklæring til arbeidsgiveren om fordeling av retten til omsorgspenger basert på den skriftlige erklæringen fra foreldrene. Det er viktig å følge prosedyrene og levere nødvendig dokumentasjon til NAV for å sikre riktig fordeling av omsorgspenger mellom foreldrene. Dersom foreldrene ønsker å overføre omsorgsdager til en ny ektefelle eller samboer, må de gi skriftlig melding om dette til NAV, og samboerforholdet må ha vart i minst tolv måneder;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hva er reglene for bruk av egenmelding ved sykdom?;Egenmelding kan benyttes når man har arbeidet i minimum to måneder.2. Man kan bruke egenmelding når man er borte fra jobben i minst én hel dag.3. Egenmelding kan brukes i opptil 8 kalenderdager i løpet av 16 kalenderdager.4. Totalt kan man benytte egenmelding i 24 kalenderdager i løpet av en 12-månedersperiode.5. Det er begrensninger for bruk av egenmelding etter lengre sykefravær, permisjoner, ferie, og ved mottak av arbeidsavklaringspenger6. Egenmelding kan ikke brukes ved gradert sykmelding, under visse permisjoner, ferie, eller ved mottak av arbeidsavklaringspenger.7. Fraværssøknad vedrørende egenmelding skal registreres i DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Egenmelding.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hvilke regler gjelder for bruk av egenmelding ved sykdom?;1. Legen utsteder en digital sykmelding.2. Når man blir sykmeldt, vil man motta en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no.3. Man må logge inn på nav.no og sende sykmeldingen digitalt til arbeidsgiveren.4. Når sykmeldingsperioden er over, vil man motta en ny melding fra NAV om å søke om sykepenger.5. Man må logge inn på nav.no og sende søknaden om sykepenger digitalt.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Er det spesifikke retningslinjer som må følges når det gjelder egenmelding ved sykdom?;Egenmelding kan benyttes når man har arbeidet i minimum to måneder.2. Man kan bruke egenmelding når man er borte fra jobben i minst én hel dag.3. Egenmelding kan brukes i opptil 8 kalenderdager i løpet av 16 kalenderdager.4. Totalt kan man benytte egenmelding i 24 kalenderdager i løpet av en 12-månedersperiode.5. Det er begrensninger for bruk av egenmelding etter lengre sykefravær, permisjoner, ferie, og ved mottak av arbeidsavklaringspenger6. Egenmelding kan ikke brukes ved gradert sykmelding, under visse permisjoner, ferie, eller ved mottak av arbeidsavklaringspenger.7. Fraværssøknad vedrørende egenmelding skal registreres i DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Egenmelding.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hvordan skal jeg bruke egenmelding i samsvar med reglene ved sykdom?;Legen utsteder en digital sykmelding.2. Når man blir sykmeldt, vil man motta en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no.3. Man må logge inn på nav.no og sende sykmeldingen digitalt til arbeidsgiveren.4. Når sykmeldingsperioden er over, vil man motta en ny melding fra NAV om å søke om sykepenger.5. Man må logge inn på nav.no og sende søknaden om sykepenger digitalt.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hva er prosedyren for å benytte egenmelding riktig ved sykdom?;Egenmelding kan benyttes når man har arbeidet i minimum to måneder.2. Man kan bruke egenmelding når man er borte fra jobben i minst én hel dag.3. Egenmelding kan brukes i opptil 8 kalenderdager i løpet av 16 kalenderdager.4. Totalt kan man benytte egenmelding i 24 kalenderdager i løpet av en 12-månedersperiode.5. Det er begrensninger for bruk av egenmelding etter lengre sykefravær, permisjoner, ferie, og ved mottak av arbeidsavklaringspenger6. Egenmelding kan ikke brukes ved gradert sykmelding, under visse permisjoner, ferie, eller ved mottak av arbeidsavklaringspenger.7. Fraværssøknad vedrørende egenmelding skal registreres i DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Egenmelding.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Finnes det klare retningslinjer for bruk av egenmelding når man er syk?;Legen utsteder en digital sykmelding.2. Når man blir sykmeldt, vil man motta en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no.3. Man må logge inn på nav.no og sende sykmeldingen digitalt til arbeidsgiveren.4. Når sykmeldingsperioden er over, vil man motta en ny melding fra NAV om å søke om sykepenger.5. Man må logge inn på nav.no og sende søknaden om sykepenger digitalt.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hvordan påvirker sykdom bruken av egenmelding, og hva er framgangsmåten?;Egenmelding kan benyttes når man har arbeidet i minimum to måneder.2. Man kan bruke egenmelding når man er borte fra jobben i minst én hel dag.3. Egenmelding kan brukes i opptil 8 kalenderdager i løpet av 16 kalenderdager.4. Totalt kan man benytte egenmelding i 24 kalenderdager i løpet av en 12-månedersperiode.5. Det er begrensninger for bruk av egenmelding etter lengre sykefravær, permisjoner, ferie, og ved mottak av arbeidsavklaringspenger6. Egenmelding kan ikke brukes ved gradert sykmelding, under visse permisjoner, ferie, eller ved mottak av arbeidsavklaringspenger.7. Fraværssøknad vedrørende egenmelding skal registreres i DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Egenmelding.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Er det fastsatte krav eller trinn som må følges ved bruk av egenmelding ved sykdom?;Legen utsteder en digital sykmelding.2. Når man blir sykmeldt, vil man motta en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no.3. Man må logge inn på nav.no og sende sykmeldingen digitalt til arbeidsgiveren.4. Når sykmeldingsperioden er over, vil man motta en ny melding fra NAV om å søke om sykepenger.5. Man må logge inn på nav.no og sende søknaden om sykepenger digitalt.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hvilke regler gjelder for å bruke egenmelding riktig når man er syk?;Egenmelding kan benyttes når man har arbeidet i minimum to måneder.2. Man kan bruke egenmelding når man er borte fra jobben i minst én hel dag.3. Egenmelding kan brukes i opptil 8 kalenderdager i løpet av 16 kalenderdager.4. Totalt kan man benytte egenmelding i 24 kalenderdager i løpet av en 12-månedersperiode.5. Det er begrensninger for bruk av egenmelding etter lengre sykefravær, permisjoner, ferie, og ved mottak av arbeidsavklaringspenger6. Egenmelding kan ikke brukes ved gradert sykmelding, under visse permisjoner, ferie, eller ved mottak av arbeidsavklaringspenger.7. Fraværssøknad vedrørende egenmelding skal registreres i DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Egenmelding.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hvordan rapporterer man egenmelding ved sykdom, og hva er prosedyren?;Legen utsteder en digital sykmelding.2. Når man blir sykmeldt, vil man motta en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no.3. Man må logge inn på nav.no og sende sykmeldingen digitalt til arbeidsgiveren.4. Når sykmeldingsperioden er over, vil man motta en ny melding fra NAV om å søke om sykepenger.5. Man må logge inn på nav.no og sende søknaden om sykepenger digitalt.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Er det klare bestemmelser for hvordan man skal bruke egenmelding ved sykdom?; Egenmelding kan benyttes når man har arbeidet i minimum to måneder.2. Man kan bruke egenmelding når man er borte fra jobben i minst én hel dag.3. Egenmelding kan brukes i opptil 8 kalenderdager i løpet av 16 kalenderdager.4. Totalt kan man benytte egenmelding i 24 kalenderdager i løpet av en 12-månedersperiode.5. Det er begrensninger for bruk av egenmelding etter lengre sykefravær, permisjoner, ferie, og ved mottak av arbeidsavklaringspenger6. Egenmelding kan ikke brukes ved gradert sykmelding, under visse permisjoner, ferie, eller ved mottak av arbeidsavklaringspenger.7. Fraværssøknad vedrørende egenmelding skal registreres i DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Egenmelding.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hva må man gjøre hvis man blir sykmeldt utover egenmeldingsdagene;Legen utsteder en digital sykmelding.2. Når man blir sykmeldt, vil man motta en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no.3. Man må logge inn på nav.no og sende sykmeldingen digitalt til arbeidsgiveren.4. Når sykmeldingsperioden er over, vil man motta en ny melding fra NAV om å søke om sykepenger.5. Man må logge inn på nav.no og sende søknaden om sykepenger digitalt.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hvilke steg må man ta dersom man blir sykmeldt etter egenmeldingsdagene er over?;1. Legen utsteder en digital sykmelding.2. Når man blir sykmeldt, vil man motta en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no.3. Man må logge inn på nav.no og sende sykmeldingen digitalt til arbeidsgiveren.4. Når sykmeldingsperioden er over, vil man motta en ny melding fra NAV om å søke om sykepenger.5. Man må logge inn på nav.no og sende søknaden om sykepenger digitalt.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Er det spesifikke prosedyrer som må følges hvis man blir sykmeldt utover egenmeldingsdagene?;Legen utsteder en digital sykmelding.2. Når man blir sykmeldt, vil man motta en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no.3. Man må logge inn på nav.no og sende sykmeldingen digitalt til arbeidsgiveren.4. Når sykmeldingsperioden er over, vil man motta en ny melding fra NAV om å søke om sykepenger.5. Man må logge inn på nav.no og sende søknaden om sykepenger digitalt.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hvordan går man fram for å melde fra om sykdom etter at egenmeldingsdagene er brukt opp?;Legen utsteder en digital sykmelding.2. Når man blir sykmeldt, vil man motta en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no.3. Man må logge inn på nav.no og sende sykmeldingen digitalt til arbeidsgiveren.4. Når sykmeldingsperioden er over, vil man motta en ny melding fra NAV om å søke om sykepenger.5. Man må logge inn på nav.no og sende søknaden om sykepenger digitalt.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hva må man gjøre hvis man blir sykmeldt utover egenmeldingsperioden?;Legen utsteder en digital sykmelding.2. Når man blir sykmeldt, vil man motta en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no.3. Man må logge inn på nav.no og sende sykmeldingen digitalt til arbeidsgiveren.4. Når sykmeldingsperioden er over, vil man motta en ny melding fra NAV om å søke om sykepenger.5. Man må logge inn på nav.no og sende søknaden om sykepenger digitalt.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Finnes det klare retningslinjer for å håndtere sykmelding etter egenmeldingsdagene?;Legen utsteder en digital sykmelding.2. Når man blir sykmeldt, vil man motta en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no.3. Man må logge inn på nav.no og sende sykmeldingen digitalt til arbeidsgiveren.4. Når sykmeldingsperioden er over, vil man motta en ny melding fra NAV om å søke om sykepenger.5. Man må logge inn på nav.no og sende søknaden om sykepenger digitalt.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hvordan påvirker det å være sykmeldt utover egenmeldingsdagene prosessen, og hva er framgangsmåten?;Legen utsteder en digital sykmelding.2. Når man blir sykmeldt, vil man motta en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no.3. Man må logge inn på nav.no og sende sykmeldingen digitalt til arbeidsgiveren.4. Når sykmeldingsperioden er over, vil man motta en ny melding fra NAV om å søke om sykepenger.5. Man må logge inn på nav.no og sende søknaden om sykepenger digitalt.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Er det fastsatte krav eller trinn som må følges for å melde fra om sykdom etter egenmeldingsdagene?;Legen utsteder en digital sykmelding.2. Når man blir sykmeldt, vil man motta en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no.3. Man må logge inn på nav.no og sende sykmeldingen digitalt til arbeidsgiveren.4. Når sykmeldingsperioden er over, vil man motta en ny melding fra NAV om å søke om sykepenger.5. Man må logge inn på nav.no og sende søknaden om sykepenger digitalt.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hvilke regler gjelder for å håndtere sykmelding utover egenmeldingsdagene?;Legen utsteder en digital sykmelding.2. Når man blir sykmeldt, vil man motta en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no.3. Man må logge inn på nav.no og sende sykmeldingen digitalt til arbeidsgiveren.4. Når sykmeldingsperioden er over, vil man motta en ny melding fra NAV om å søke om sykepenger.5. Man må logge inn på nav.no og sende søknaden om sykepenger digitalt.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hvordan rapporterer man sykdom etter at egenmeldingsdagene er brukt opp, og hva er prosedyren?;1. Legen utsteder en digital sykmelding.2. Når man blir sykmeldt, vil man motta en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no.3. Man må logge inn på nav.no og sende sykmeldingen digitalt til arbeidsgiveren.4. Når sykmeldingsperioden er over, vil man motta en ny melding fra NAV om å søke om sykepenger.5. Man må logge inn på nav.no og sende søknaden om sykepenger digitalt.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Er det klare bestemmelser for hva man skal gjøre hvis man blir sykmeldt utover egenmeldingsdagene?;Legen utsteder en digital sykmelding.2. Når man blir sykmeldt, vil man motta en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no.3. Man må logge inn på nav.no og sende sykmeldingen digitalt til arbeidsgiveren.4. Når sykmeldingsperioden er over, vil man motta en ny melding fra NAV om å søke om sykepenger.5. Man må logge inn på nav.no og sende søknaden om sykepenger digitalt.;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Sykdom
Hva er normalarbeidstiden i Husbanken?;Normalarbeidstiden i Husbanken varierer avhengig av sesongen:Fra 15. mai til 14. september er arbeidstiden kl. 08.00-15.00. Fra 15. september til 14. mai er arbeidstiden kl. 08.00-15.45;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hvilke arbeidstider følger Husbanken normalt?;Normalarbeidstiden i Husbanken varierer avhengig av sesongen:Fra 15. mai til 14. september er arbeidstiden kl. 08.00-15.00. Fra 15. september til 14. mai er arbeidstiden kl. 08.00-15.45;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hva er de vanlige arbeidstidene i Husbanken?;Normalarbeidstiden i Husbanken varierer avhengig av sesongen:Fra 15. mai til 14. september er arbeidstiden kl. 08.00-15.00. Fra 15. september til 14. mai er arbeidstiden kl. 08.00-15.45;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Kan du gi meg informasjon om Husbankens normale arbeidstid?;Normalarbeidstiden i Husbanken varierer avhengig av sesongen:Fra 15. mai til 14. september er arbeidstiden kl. 08.00-15.00. Fra 15. september til 14. mai er arbeidstiden kl. 08.00-15.45;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hvordan er normalarbeidstiden strukturert i Husbanken?;Normalarbeidstiden i Husbanken varierer avhengig av sesongen:Fra 15. mai til 14. september er arbeidstiden kl. 08.00-15.00. Fra 15. september til 14. mai er arbeidstiden kl. 08.00-15.45;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Er det faste arbeidstider i Husbanken, og i så fall, hva er de?;Normalarbeidstiden i Husbanken varierer avhengig av sesongen:Fra 15. mai til 14. september er arbeidstiden kl. 08.00-15.00. Fra 15. september til 14. mai er arbeidstiden kl. 08.00-15.45;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Kan du dele detaljer om når Husbankens ansatte vanligvis jobber?;Normalarbeidstiden i Husbanken varierer avhengig av sesongen:Fra 15. mai til 14. september er arbeidstiden kl. 08.00-15.00. Fra 15. september til 14. mai er arbeidstiden kl. 08.00-15.45;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hva er vanlig arbeidstidsramme for Husbankens ansatte?;Normalarbeidstiden i Husbanken varierer avhengig av sesongen:Fra 15. mai til 14. september er arbeidstiden kl. 08.00-15.00. Fra 15. september til 14. mai er arbeidstiden kl. 08.00-15.45;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Finnes det et standard arbeidstidsmønster i Husbanken, og i så fall, hva er det?;Normalarbeidstiden i Husbanken varierer avhengig av sesongen:Fra 15. mai til 14. september er arbeidstiden kl. 08.00-15.00. Fra 15. september til 14. mai er arbeidstiden kl. 08.00-15.45;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Kan du forklare arbeidstidsordningen som gjelder i Husbanken?;Normalarbeidstiden i Husbanken varierer avhengig av sesongen:Fra 15. mai til 14. september er arbeidstiden kl. 08.00-15.00. Fra 15. september til 14. mai er arbeidstiden kl. 08.00-15.45;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hvordan ser den typiske arbeidstidsplanen ut for de ansatte i Husbanken?;Normalarbeidstiden i Husbanken varierer avhengig av sesongen:Fra 15. mai til 14. september er arbeidstiden kl. 08.00-15.00. Fra 15. september til 14. mai er arbeidstiden kl. 08.00-15.45;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Når er lunsj inkludert i arbeidstiden for ansatte i Husbanken?;Lunsj er inkludert i arbeidstiden for ansatte i Husbanken ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Innenfor hvilket tidsvindu er lunsj inkludert i arbeidstiden for Husbankens ansatte?;Lunsj er inkludert i arbeidstiden for ansatte i Husbanken ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Når regnes lunsj som en del av arbeidstiden for de ansatte i Husbanken?;Lunsj er inkludert i arbeidstiden for ansatte i Husbanken ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Kan du gi informasjon om tidspunktet for lunsj som er inkludert i Husbankens arbeidstid?;Lunsj er inkludert i arbeidstiden for ansatte i Husbanken ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hvilken del av dagen er satt av til lunsj innenfor Husbankens normale arbeidstidsrammer?;Lunsj er inkludert i arbeidstiden for ansatte i Husbanken ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Er det spesifikke tidspunkter for lunsj som anses som en del av arbeidstiden i Husbanken?;Lunsj er inkludert i arbeidstiden for ansatte i Husbanken ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Når er det forventet at ansatte tar lunsj i Husbanken, og er det inkludert i arbeidstiden?;Lunsj er inkludert i arbeidstiden for ansatte i Husbanken ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hvordan er lunsjperioden integrert i arbeidstidsstrukturen for Husbankens ansatte?;Lunsj er inkludert i arbeidstiden for ansatte i Husbanken ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Finnes det fastsatte tidspunkter for lunsj som er en del av den offisielle arbeidstiden i Husbanken?;Lunsj er inkludert i arbeidstiden for ansatte i Husbanken ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Kan du beskrive når lunsj normalt er inkludert i arbeidstiden for Husbankens ansatte?;Lunsj er inkludert i arbeidstiden for ansatte i Husbanken ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Er det noen bestemte retningslinjer for når lunsj regnes som en del av arbeidstiden i Husbanken?;Lunsj er inkludert i arbeidstiden for ansatte i Husbanken ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hvilke dager regnes som fridager for ansatte i staten i tillegg til de vanlige høytidsdagene?;I tillegg til de vanlige høytidsdagene, regnes følgende dager som fridager for ansatte i staten, såfremt tjenesten tillater det:Nyttårsdag (1. januar)Skjærtorsdag, Langfredag, Påskeaften.1 og 2. påskedag, 1.mai, 17mai.Kristi Himmelfartsdag, 1 og 2. pinsedag, 1 og 2. juledag (25. og 26. desember)I tillegg har ansatte i Husbanken fri jul- eller nyttårsaften og én valgfri arbeidsdag i romjulen ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hvilke dager har statens ansatte fri, i tillegg til vanlige høytidsdager?;I tillegg til de vanlige høytidsdagene, regnes følgende dager som fridager for ansatte i staten, såfremt tjenesten tillater det:Nyttårsdag (1. januar)Skjærtorsdag, Langfredag, Påskeaften.1 og 2. påskedag, 1.mai, 17mai.Kristi Himmelfartsdag, 1 og 2. pinsedag, 1 og 2. juledag (25. og 26. desember)I tillegg har ansatte i Husbanken fri jul- eller nyttårsaften og én valgfri arbeidsdag i romjulen ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hvilke andre dager betraktes som fridager for statens ansatte, utover vanlige høytidsdager?;I tillegg til de vanlige høytidsdagene, regnes følgende dager som fridager for ansatte i staten, såfremt tjenesten tillater det:Nyttårsdag (1. januar)Skjærtorsdag, Langfredag, Påskeaften.1 og 2. påskedag, 1.mai, 17mai.Kristi Himmelfartsdag, 1 og 2. pinsedag, 1 og 2. juledag (25. og 26. desember)I tillegg har ansatte i Husbanken fri jul- eller nyttårsaften og én valgfri arbeidsdag i romjulen ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Kan du nevne ekstra fridager for ansatte i staten, i tillegg til de vanlige høytidsdagene?;I tillegg til de vanlige høytidsdagene, regnes følgende dager som fridager for ansatte i staten, såfremt tjenesten tillater det:Nyttårsdag (1. januar)Skjærtorsdag, Langfredag, Påskeaften.1 og 2. påskedag, 1.mai, 17mai.Kristi Himmelfartsdag, 1 og 2. pinsedag, 1 og 2. juledag (25. og 26. desember)I tillegg har ansatte i Husbanken fri jul- eller nyttårsaften og én valgfri arbeidsdag i romjulen ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
